Column1,Column2,Column3,Column4
40.786,-675.715,22.704,105.081
42.139,-676.374,22.537,105.148
43.487,-677.022,22.391,105.215
44.833,-677.655,22.277,105.282
46.181,-678.271,22.193,105.349
47.533,-678.866,22.135,105.416
48.887,-679.449,22.1,105.483
50.246,-680.019,22.085,105.55
51.611,-680.574,22.091,105.617
52.984,-681.112,22.12,105.684
54.362,-681.642,22.156,105.751
55.744,-682.172,22.208,105.818
57.13,-682.7,22.269,105.885
58.525,-683.218,22.337,105.952
59.929,-683.723,22.408,106.019
61.345,-684.21,22.482,106.086
62.774,-684.678,22.559,106.153
64.214,-685.124,22.638,106.22
65.668,-685.548,22.727,106.287
67.134,-685.948,22.813,106.354
68.608,-686.333,22.856,106.421
70.083,-686.714,22.857,106.488
71.558,-687.086,22.808,106.555
73.03,-687.445,22.714,106.622
74.499,-687.785,22.588,106.689
75.964,-688.105,22.446,106.756
77.424,-688.4,22.308,106.823
78.882,-688.67,22.191,106.89
80.339,-688.913,22.109,106.957
81.796,-689.127,22.063,107.024
83.252,-689.324,22.032,107.091
84.709,-689.514,22.022,107.158
86.166,-689.694,22.03,107.225
87.627,-689.861,22.052,107.292
89.091,-690.01,22.085,107.359
90.56,-690.138,22.127,107.426
92.035,-690.243,22.176,107.493
93.514,-690.322,22.232,107.56
94.999,-690.376,22.289,107.627
96.488,-690.402,22.334,107.694
97.979,-690.4,22.36,107.761
99.47,-690.371,22.346,107.828
100.955,-690.325,22.263,107.895
102.431,-690.272,22.117,107.962
103.894,-690.212,21.922,108.029
105.343,-690.14,21.7,108.096
106.777,-690.051,21.494,108.163
108.198,-689.943,21.325,108.23
109.608,-689.812,21.19,108.297
111.009,-689.657,21.091,108.364
112.402,-689.477,21.031,108.431
113.79,-689.282,20.99,108.498
115.174,-689.082,20.974,108.565
116.558,-688.874,20.978,108.632
117.94,-688.653,20.999,108.699
119.321,-688.414,21.032,108.766
120.702,-688.155,21.075,108.833
122.081,-687.872,21.127,108.9
123.46,-687.565,21.197,108.967
124.839,-687.233,21.288,109.034
126.219,-686.887,21.375,109.101
127.605,-686.537,21.473,109.168
128.995,-686.178,21.577,109.235
130.39,-685.805,21.683,109.302
131.786,-685.415,21.79,109.369
133.185,-685.004,21.896,109.436
134.583,-684.568,22.003,109.503
135.982,-684.109,22.12,109.57
137.382,-683.623,22.254,109.637
138.784,-683.122,22.377,109.704
140.193,-682.615,22.506,109.771
141.607,-682.099,22.638,109.838
143.026,-681.568,22.767,109.905
144.446,-681.019,22.893,109.972
145.868,-680.448,23.023,110.039
147.291,-679.855,23.16,110.106
148.716,-679.249,23.263,110.173
150.144,-678.639,23.323,110.24
151.571,-678.024,23.319,110.307
152.99,-677.4,23.241,110.374
154.395,-676.764,23.099,110.441
155.782,-676.117,22.912,110.508
157.149,-675.455,22.709,110.575
158.494,-674.779,22.515,110.642
159.822,-674.096,22.347,110.709
161.139,-673.414,22.21,110.776
162.451,-672.739,22.104,110.843
163.757,-672.063,22.029,110.91
165.056,-671.381,21.978,110.977
166.345,-670.687,21.948,111.044
167.625,-669.977,21.94,111.111
168.896,-669.249,21.958,111.178
170.162,-668.511,21.984,111.245
171.43,-667.771,22.027,111.312
172.698,-667.025,22.08,111.379
173.964,-666.267,22.142,111.446
175.226,-665.494,22.221,111.513
176.49,-664.714,22.3,111.58
177.76,-663.934,22.39,111.647
179.033,-663.147,22.486,111.714
180.308,-662.348,22.582,111.781
181.581,-661.536,22.691,111.848
182.857,-660.715,22.792,111.915
184.14,-659.893,22.886,111.982
185.425,-659.066,22.949,112.049
186.707,-658.23,22.963,112.116
187.981,-657.384,22.929,112.183
189.248,-656.537,22.839,112.25
190.509,-655.697,22.71,112.317
191.761,-654.859,22.56,112.384
193,-654.019,22.409,112.451
194.224,-653.173,22.279,112.518
195.44,-652.329,22.18,112.585
196.654,-651.49,22.107,112.652
197.871,-650.661,22.063,112.719
199.086,-649.834,22.043,112.786
200.297,-649.001,22.04,112.853
201.502,-648.157,22.052,112.92
202.699,-647.3,22.086,112.987
203.895,-646.436,22.135,113.054
205.096,-645.574,22.192,113.121
206.307,-644.718,22.252,113.188
207.53,-643.872,22.33,113.255
208.76,-643.026,22.417,113.322
209.992,-642.173,22.507,113.389
211.223,-641.308,22.592,113.456
212.45,-640.428,22.675,113.523
213.678,-639.541,22.733,113.59
214.91,-638.657,22.749,113.657
216.147,-637.782,22.716,113.724
217.389,-636.922,22.645,113.791
218.629,-636.069,22.542,113.858
219.86,-635.219,22.418,113.925
221.08,-634.365,22.296,113.992
222.293,-633.515,22.192,114.059
223.505,-632.673,22.115,114.126
224.72,-631.842,22.068,114.193
225.936,-631.015,22.041,114.26
227.149,-630.186,22.037,114.327
228.364,-629.358,22.05,114.394
229.586,-628.537,22.076,114.461
230.817,-627.726,22.122,114.528
232.052,-626.916,22.18,114.595
233.289,-626.099,22.24,114.662
234.524,-625.272,22.316,114.729
235.762,-624.441,22.4,114.796
237.01,-623.612,22.483,114.863
238.268,-622.791,22.551,114.93
239.537,-621.981,22.606,114.997
240.812,-621.176,22.622,115.064
242.086,-620.37,22.601,115.131
243.359,-619.571,22.541,115.198
244.634,-618.783,22.45,115.265
245.91,-618.011,22.346,115.332
247.19,-617.257,22.245,115.399
248.468,-616.513,22.16,115.466
249.742,-615.77,22.096,115.533
251.009,-615.023,22.059,115.6
252.275,-614.275,22.046,115.667
253.545,-613.535,22.048,115.734
254.823,-612.806,22.064,115.801
256.112,-612.092,22.089,115.868
257.412,-611.396,22.131,115.935
258.726,-610.717,22.195,116.002
260.049,-610.047,22.26,116.069
261.378,-609.378,22.336,116.136
262.714,-608.712,22.414,116.203
264.06,-608.056,22.482,116.27
265.416,-607.411,22.53,116.337
266.781,-606.784,22.547,116.404
268.151,-606.166,22.53,116.471
269.523,-605.561,22.479,116.538
270.897,-604.972,22.403,116.605
272.273,-604.401,22.317,116.672
273.646,-603.842,22.224,116.739
275.015,-603.285,22.143,116.806
276.381,-602.734,22.086,116.873
277.75,-602.195,22.05,116.94
279.123,-601.672,22.033,117.007
280.504,-601.167,22.031,117.074
281.892,-600.683,22.05,117.141
283.29,-600.22,22.094,117.208
284.695,-599.769,22.14,117.275
286.104,-599.32,22.2,117.342
287.519,-598.876,22.269,117.409
288.943,-598.443,22.342,117.476
290.376,-598.024,22.408,117.543
291.818,-597.624,22.457,117.61
293.269,-597.246,22.481,117.677
294.725,-596.89,22.485,117.744
296.187,-596.56,22.458,117.811
297.648,-596.246,22.404,117.878
299.108,-595.949,22.331,117.945
300.567,-595.67,22.254,118.012
302.025,-595.412,22.186,118.079
303.481,-595.166,22.127,118.146
304.933,-594.922,22.091,118.213
306.386,-594.683,22.077,118.28
307.841,-594.453,22.085,118.347
309.296,-594.224,22.104,118.414
310.753,-593.99,22.143,118.481
312.213,-593.757,22.189,118.548
313.678,-593.529,22.25,118.615
315.146,-593.3,22.313,118.682
316.618,-593.064,22.378,118.749
318.094,-592.83,22.428,118.816
